Username,waktu,Komentar,Rating
Aku Maha,2023-04-26,permainan seperti apa sudah setiap buka permainan update selalu padahal belum satu minggu sudah update pasti tidak bisa buka isi pesan maaf sedia negara anda mohon tunggu sampai sedia negara andapadahal punya temen saya bisa tidak ada notifikasi seperti begitu masa harus uninstal baru install lagi mana ukuran gamenya besar lagi rugi kuota saya mana saya sudah top up banyak lagi permainan ini sangat rugi kecewa saya,1
Anang Cahyo,2023-04-26,sudah update akhir tidak bisa login ganti password tolak install ulang tetap tolak ganti permainan,1
dani,2023-04-26,satu hal yang paling saya benci permainan loading saat masuk nya lama sangat jadi malas main saya,1
Damar Deolodi,2023-04-26,ayo lah iya masa kita sudah capai capai nge gendong tim beban noob tidak bisa main skor nya juga beda dikit saja tapi semakin coman kesal tidak kalau begitu sudah capai capai coman bertambah dikit seperti tidak berguna gituloh capai capai main rank,1
Andriansyah Raihan,2023-04-26,call of duty mobile garena bagus bangetlebih efisiengrafik hd bangetlebih hd map dunia nyata karakter aslinyata lari keren bangetlebih keren lompatjump keren bangetlebih keren suara tembakansenjata keren bangetlebih keren suara ledak granat keren bangetlebih keren lobby bagus bangetlebih bagus battle royale tantang bangetlebih tantang game bagus bangetlebih bagussamamirip sepertipoint blank apex legends valorant fortnite pubg new state dan bagus,5
YordanM,2023-04-26,sesungguh ok ok saja tapi tiba saat mau download resource semakin tidak bisa tulis semakin hitung jumlah resource yang akan hapus lah saya kan tidak ngehapus apa kenapa semakin ngebug terus semua resourcenya itu Hanya mb sama ada kotak centang gitu kan saya tidak mencet tombol tong sampah buat ngehapus pas saya mau hapus coba tiba tiba keluar sendiri tolong baik bug,1
Daffa Aqilah,2023-04-26,memori nya sangat besar padahal permainan bagus tapi sayang saat baru download lama sekali,3
Rama Ainun.f,2023-04-25,admin saat saya sudah update yang baru jadi tidak bisa masuk gamenya dan semakin ada baca jaringan error padahal sinyal sudah bagus,3
taufan kilkil,2023-04-25,maaf kenapa map kenapa warna hitam bagaimana cara selsaikan,3
DAFIK 07,2023-04-25,bintang karena bagi tim nya yang sangat adil gm terkadang temu dengan gm dan itu masih baru sangat terkadang juga peringkat musuh lebih tinggi banding peringkat milik kita saya tahu sama sama gm tetapi kondisi juga tim dan lawan tim gm musuh gm wajar,1
Josef Romel Randang,2023-04-25,dude semakin hari semakin bosan masin codm minta saran dong biar dak bosan soal nya kawan saya sudah  sudah keluar dari codm hanya akun mereka masih ada dan semoga warzone cepat rilis biar mereka pada balik codm hanya iya kata nya codm bakal hapus cara perlahan apakah itu sesungguh soal nya saya sudah legendary kalau dan season yang kalau sama skin saya sudah mulai banyak dan saya mulai senang begitu juang bertahuntahun buat dapetin dan butuh sabar ekstra dan iya terima kasih,5
Buhan New,2023-04-25,permainan curang kill untuk musuh banyak yang afk dan afk untuk musuh dan cheat bug tidak jelas itu saja lain kalau tolong baik permainan sudah rusak sekali mohon jawab,1
Manzo,2023-04-25,aku harap garena lihat ini tolong tambah map mode br agar lebih tarik dan begitu bosan karena hanya ituitu saja map yang ada,5
Aksan Pubg,2023-04-25,bintang dulu soal jaringan tolong baik masa fps saya stabil tiba biasa main langsung keluar satu kalau begitu sih,3
Raffli RR,2023-04-25,dari update belum optimaze untuk perfoma bagus sekali tapi untuk versi sekarang lumayan sering frame drop saat duel face to face lawan musuh dan juga setiap update selalu yang nama download data suka harus download yang mana semakin nguras memori dan saya juga punya saran untuk download bagi br dan mp pisah,2
Agus Rahmat Ramadhan Saputra,2023-04-25,sih sekali keluar langsung harus download resource jadi lama saya mau main bisa tidak sih buat tidak usah download resource kalau sudah nyebelin sangat,1
Fii Sielva,2023-04-25,sudah keren tapi hp kentang saya tidak mau banyak komen karena hp spek yang buat permainan lihat banyak kurang,4
AHMAD RAMDANI,2023-04-25,lebih ringan developer ukur data biar tidak terlalu makan banyak ruang good luck,5
zax for,2023-04-25,overall oke gameplay and grafik nya bagus dan seru tapi yang kesal nya itu ada dark sistem mana ketemu lawan yang tidak seimbang dan saat depan lawan semakin lag  dan saya terkadang dapat tim yang tidak setara dengan rank nya seperti ampas semua lah dan alhasil kalah lawan tidak seimbang dan tim yang begitu saja dan tidak setara itu yang terkadang buat tidak nyaman semoga dark sistem nya tidak brutal yahh tapi overall bagus iya Hanya dark sistem saja,5
Didik Setiawan,2023-04-25,permainan nya bagus sangat saya suka sih saya saranin tambahin mode campaign sih,5
Ahmad Ridho Ramadhani,2023-04-25,tolong sinyal bagus lagi saya tidak nyaman kalau selalu ngelag yang sesungguh saja saya dapat hukum rank match karena lag semoga bisa baik,3
Sachy _Jr,2023-04-25,jaringan server buruk kalau main permainan online yang lain sptpubg lancar saja tapi ketika main codm semakin sedikit delay matchmaking sering terkadang serasi antar dua belah pihak secure masih banyak cheater kecil apa itu jenis cheat nya tetap saja resah sementara dulu kritik sesungguh masih banyak,2
Aditya Saputro,2023-04-25,untuk developer tolong untuk tugas dapat jak ganti jadi bunuh musuh dengan hip firing dengan shotgun karena bunuh dengan shotgun dari jarak yang jauh itu sangat sulit bagi mula tolong ganti iya developer,5
26_Rizal Fahreza,2023-04-24,overall gamenya bagus yang saya masalah mode tentu harus ada goliath bukan seru permainan semakin buat saing match berat belah,4
Rafael Bwz,2023-04-24,seru sih hanya sekarang tidak bisa mainkan layar nya item saja hanya ditungguin semakin keluar sendiri tolong iya,1
Riski Candra,2023-04-24,admin buat main pakai joystik tolong lah tambah kan permainan pad nya t dan lain lain jangan cumak stik ps dan nya box saja kami yang rakyat miskin bisa apadan aman nya jugak yang bagus lah bisa keluar dari semua perangkat,1
Music Saya13,2023-04-24,sinyal bar ms nya smpe an tolong baik,2
Winda Ijang,2023-04-24,dari semua opsi permainan multiplayer dan pertarungan royale sudah bagus tapi tolong baik bug fc pada saat keluar dari event tentu pas keluar event malas suka reload sendiri tolong baik terima kasih,5
ValTuRe,2023-04-24,semakin sampah saja permainan nya memang lebih lebih baik uninstall saja semua player nya tidak bisa main semakin kasih senjata no kemampuan anjing sudah begitu bot nya Hanya muter muter saja tidak mau tembak jangan pura pura buta pasti kamu lihat kan comment saya,1
Ashadi Ahmad,2023-04-24,bagus sih tapi tolong aman gamenya upgrade karena banyak yang hack akun dan banyak orang yang hack maupun config atau data tambah bisa juga bilang pihak tiga  jadi tolong kepada pihak garena untuk up aman game,4
shinra,2023-04-24,permainan nya sudah bagus Hanya masalah server nya tolong baik jaringan full tidak dan lancar nonton video youtube lancar masih tidak bisa main,2
Christian Dewa,2023-04-24,grafik lumayan walaupun pakai low Hanya saat rank kasih musuh yang banding dengan rank kita biar tidak kalah guzndossnjabsnsbdh,5
Tamrin Sumpena,2023-04-24,turut gameplay lumayan seru hanya setiap rank selalu saja ada yang level tinggi saya level masa lawan nya level kan tidak adil nya itu saja sih saya mah kan main yang adil,3
HFDZ,2023-04-23,ketika wifidata seluler tiba tiba matilost signal sistem jangan auto ngedetec player sengaja keluar tanding konyol sistem mana rank juga turun mulus bawah dan tidak bisa ngematch lama beberapa menit kecewa berat,1
DANU1601N,2023-04-23,permainan rusak bug jaringan tidak pernah perbaiki main permainan lain lancar saat main ini permainan lag mlu rate gacha rendah sangat topup jt tidak dapat,1
Arjuna Al Hafidz,2023-04-23,permainan keren tapi bisa tidak seperti ada setting buat kalau mau main ranked match bisa pilih rank nya misal seperti mau main sama player rookie tidak mau main sama player yang rank nya tinggi,5
Yuli Edi Purwoko,2023-04-23,mode zombie iya tambahin map baru dong yang line survival jadi seperti tower defense,4
muhammad maulana,2023-04-23,turut saya gamenya sudah bagus tapi masih ada kurang sinyal saya bagus tapi masih saja ngelag terus,4
Zoukenイッタ,2023-04-23,sudah kece ini gameplaynya tapi tolong lah kita bisa ganti avatar kita sendiri tanpa ngikutin yang facebook terus password awal kita masuk match nya    langsung freaze beberapa detik itu tolong baik buat kamu yang kentang kalau bisa texturenya bisa kita atur resolusi biar kurang lah dan tambah fps jadi lebih seimbang saja sama musuh,3
Fadillah Raharjo,2023-04-23,halo kepada pihak activision garena dan beberapa pihak lainnya saya mau ucap terima kasih karena sudah buat permainan paling saya suka saya tidak pernah nemu alam gane fps permainan namun bisa kalian buat gane sedikit lebih ringan karena beberapa org dunia milik ponsel yang mampu dulu permainan sangat berat bahkan sampai gb bisa beberapa mode hilang dan beberapa skin hapus tolong respon,5
Dzaky Fauzan,2023-04-23,dear developer permainan nya bagus mulai dari grafik yang colorfull gera halus skin senjata realistis dll tapi ada sedikit kendala tentang jaringan yang selalu tiba unstable mohon baik,3
Ummiatul Falah,2023-04-23,bagus sangat tapi kurang nya kurang mirip call of duty warzone,5
Ender indo,2023-04-23,tolong untuk download atur sesuai dengan tipe grafik dan tolong saya bisa lihat karakter teman saya pertarungan mulai mpbr buat download event pisah dan download karakter dan emot pisah update sekarang sudah sangat bagus,4
restu tuti,2023-04-23,aku suka permainan karena ada helikopter tank pesawat jet dan kendara itu semua bisa kalah free firegak Hanya itu call of duty punya senjata assault riffle yang bagusbagusdan smg yang juga bagusbagussamalmg yang bagusbagus jugadan sniper yang jarang aku pakai buat mvptapi senjata yang aku suka dan sering buat mvp yaitu m,5
Cavero Al-zelvin Huang,2023-04-22,developer bisa tidak tambahin glowal supaya kalau sudah sekarat bisa lindung diri supaya lebih manfaat buat yang main permainan call of duty mobile terima kasih dan gamenya bagus grafik juga bagus saya suka sekali saya kasih bintang lima iya terima kasih developer,5
Ghavien XDZ,2023-04-22,kalau misal tim ada yang keluar jangan ngasih crate saja bodoh mana isi hanya sampah crate nya lebih harga rank daripada crate bodoh kalau misal tim ada yang keluar minim jangan turunkan rank nya asw,1
BandreK CH,2023-04-22,gamenya bagus grafik juga bagus tapi gaenaknya itu karena setiap login harus download data mb dan itu sedikit lama karena wifi rumah saya lama dan juga tolong update permainan hide and seek karena jika jadi hunter sangat susah untuk temu prop karena hanya suara kalau bisa tambah cahaya biar barang sedikit sinar saat suara,3
Ferdi Ferdiansyah,2023-04-22,buat developer yang hormat saya mau kasih saran sedikit tolong buat berguna hp vivo ys hanya dapat grafik low medium doangdi tambah drof fps yang kurang stabil buat performa hp ceper panas dan semakin besar makan simpan teleponjadi saran dari saya tolong buka grafik nya supaya main jadi lebih nyamanoke itu saja terima kasih,3
rahmat hiedayat,2023-04-22,saya heran sudah minggu permainan log out terus cek jaringan aman hapus cache sudah akhir saya putusin untuk cabut pasang aplikasi karena kesal sudah kalau keluar terus tolong baik admin padahal saya sering berguna lama tapi semakin log terus,2
M Athar Yazan Irsyad,2023-04-22,saya kasih bintang dulu karena saya tidak dapat mendownloadnya karena fungsi jika permainan baik maka kami akan tinggal kan semua yang ada permainan karena sang developer tidak baik permainan,3
WiznuMurthi Collection,2023-04-22,permainan fps paling enak  segi grafik  permainan play dan mode banyak  iya seru lah yang sayang saja sih memory permainan terlallu over  start download  gb  patching dan lain lain  bisa sampai gb wow sangat untuk memory storage gb saya saranin lebih baik jangan dl  meski ram kalian gb karena ram butuh ruang internal juga buat ngerender permainan saat battlefield jadi paling aman memory ram  serah itu saran dari saya saja  karena kalau maksain pasti bakal drop fps,5
Ammar Raffazaf,2023-04-22,permainan bagus tapi kalau main mp ranked match sedikit susah sih tapi kalau bisa tambahin ranked match nya itu bagus sih,4
FantasY ADM,2023-04-22,matchmakingnya kurang adil main ranked kalau hanya menang kalau gegara temen team pada aneh gameplay nya sedang team musuh pro player semua rank grandmaster padahal,2
yudhi pramana,2023-04-22,seru dan enak main karena desain yang epic apalagi top up nya yang murah sudah dapat kan lumayan,5
Fu Cek,2023-04-21,bang tidak bisa masuk saat saya pakai internet xl padahal main permainan lain sama youtube bisa,4
Ketut Sudendri,2023-04-21,permainan nya bagu sangat Hanya ada yang kurang setiap senjata harus download data kalok baru main dan skin iya susah dapat dan skin senjata nya kalok kalian pingin main dan bingin punya skin banyak harus lihat ifen dan supaya kalian bisa banyak skin di,5
Haykal Kahfi,2023-04-21,hmm untuk grafik sih sudah mantap walau pakai low grafik tapi yang buat masalah hd resource itu buat apa saya sudah download hd resource tapi tidak ada yang pengaruh tolong dong jelasin sekian terimakasih,4
Aeng Saputra,2023-04-21,call of duty ufdate baru sangat parah banyak ngelag main nya tolong developer bagaimana baik permainan harus rangin kapasitas mode main biar bagaimana nanti main biar lancar terus ukur aplikasi nya rangin juga kasihan yang lain yang ingin main lancar ok sekian terima kasih,3
Sampah YouTube,2023-04-21,untuk saat ini cod turut saya permainan fps yang paling puas utama dari segi gameplay dan framerate minus ukuran bengkak skin weapon map yang sesungguh hanya beberapa yang penting,4
Dipo Hehe,2023-04-21,bagus sangat tapi bugil nya tolong benernya bugil nya tidak bisa logis mohon segera baik,4
StarB UBBU,2023-04-21,jaringan saya baik baik saja tapi saat permainan deteksi jaringan saya baik kalau begini terus gaguna ajege c gaguna sumpah padahal seru seru war semakin seperti begini c,2
Hilmi Prasetya,2023-04-21,developer tolong lah stabilin fps nya masa sinyal saya hijau bisa sambung ulang dan seperti nya tolong lah ah malas main lama,2
Afef Fishing Vlog,2023-04-21,sudah minggu semua coin dari naik ranked dan juga hadiah dari event web semua tidak masuk akun saya yang ngebug apa bagaimana tolong baik nanti saya naikin bintang nya nik user boy,3
