Username,waktu,Komentar,Rating
elsa rvna,2023-04-11,permainan nya bagus tapi tolong diupdate pohon atau daun nya bisa berguguranjatuh lautanperairan bisa gerak awan bisa gerak dan tolong ada mode malam mobil ada lampu dan sentar kalau tabrak mobil bisa lempar dan tolong playerpemain nya lari pelan nya diupdate karena lari dan jalan pelan aneh tapi gamenya bagus kenapa sudah itu saja maaf kalau panjang,4
Syafriman Syafriman,2023-04-11,tolong dong kecil kwalitas grafis bagi kami yang hp yang tengah sulit kalau untuk main apa kealitas jaringan yang hilang timbul,1
Erland Bla Bla,2023-04-11,dapat masuk permainan sudah update permainan semakin update semakin resah kita player kelas bawah apakah permainan pubg hanya untuk golong sultan kalau iya saya pensiun,4
Dandhy,2023-04-11,habis update besar sistem semakin banyak masalah utama signal belum update pernah muncul request timeout saat pakai data seluler sudah update bahkan untuk buka inventory terkadang bisa dan muncul request timeout,4
ERy OaKlay,2023-04-11,ada pubg yang punya room atau misi khusus untuk lawan bot atau seperti misi latih lawan bot tetapi nilai pada rank tetap dapat poin untuk dapat hadiah pada misi karena jika main dengan sama player bisa lama tunggu dan belum tentu kuota player yang akan main bisa cukup dan penuh room yang main yang pada akhir jadi gagal main dan orangorang jadi malas ingin main pubg karena lama tunggu player,5
Adhitya Daffa R,2023-04-11,main dari season  sempet pensiun season  dan sekarang main lagi keluh saya Hanya gachanya saja yang benar benar kecil sangat buat dapetin skinnya skin numpuk setiap update keluarin gacha baru tapi tidak bisa yang dapat satu dari item utama iya memang player gatidan tapi enggak kasih dikit dikit biar betah gtu saja sih thankyou tencent,4
Taufiqul Hakim,2023-04-11,tingkat bot tambah kesan main yang lebih baik bagaimana cerdas bot akan tetap bot dan kamu tahu itu bit tambah kesan bagai main nyata namun hanya acau main dengan buff damage,1
Yus Mahendra,2023-04-10,semakin lama pubg semakin tidak jelas jaringan sudah tidak tapi sinyal naik turun mana karakter nya hanyut lagi  gilir mati jaringan sudah bagus gamanasiih,1
Player Noob,2023-04-10,tolong baik main pubg jangan ada event dan kembali pubg yang dulu lebih seru yang dulu daripada yang sekarang dan tolong rang datadata setiap kalau update pubg,1
Rijal Mlg321,2023-04-10,permainan tidak jelas masa hp support tapi mas sering patah patah jaringan aman setiap ada musuh patah tapi kalau tidak bisa musuh aman niat buat permainan tidak sih,1
MH BADALI,2023-04-10,bug sinyal tidak jelas ping nya naik turun sudah begitu lag sangat padahal sinyal bagus sangat tidak lte,2
Mazhar N,2023-04-10,semua kendala yang saya keluh sudah hilang tapi muncul satu kendala yang paling saya benci saat saya main tiba tiba keluar dari game dan mulai dari awal dan itu sangat makan waktu dan sudah pasti selamat dan akhir rank saya turun semakin kesal saya main pubg karena semakin sering juga saya tiba-tiba keruar dari game saya putus sisen depan saya pensiun main game pubg terimakasih lama sudah hibur saya juga sudah hilang akun pubg,1
Dede Ardiansyach,2023-04-10,sekarang pubg mobile update jadi berat dan jadi kaku game nya saya bagai player pubg yang sudah lama main pubg m jadi kecewa saya kasih bintang satu dulu kalau ada ubah saya main permainan ff saja,1
Herman Anas,2023-04-10,jaringan selalu hilang sering lag sangat menganggu saat main semakin baru bukan bagus main semakin hilang mood mau main sesungguh sangat kecewa,1
Wonge Dewek,2023-04-10,tolong admin bugnya sama pingnya dulu di baik lawan ai loh admin masa sampai lambat parah sangat tidak bisa tembak tidak bisa gerak semua saran anda sudah tidak lakuin tapi tetap saja tidak ada ubah semua baharu tapi lupa dengan masalah bug dan ping nya sungguh terlalu,1
Kang Wawan,2023-04-10,pubg sudah bagus sangat ini tapi kurang nya tidak ada tayang ulang sudah tempur tolong depan bisabdi adakan,5
Cinta Zahra P,2023-04-10,gtau sudah ya sama pabji ini asli greget sangat main tidak pernah ngekill gegara lag ngeframe ngefreeze capek anjir main begini selalu pantes sepi minat main begini saja tidak ada hepi nya sudah coba hapus data download ulang lagi tetap saja saya kasih bintang satu saya sudah capek iya pabji diginiin selalu,1
Muhammad syabil Nur ramadhan,2023-04-10,kenapa perangkat saya bisa main iya layar jadi hitam ada kalimat versi baru mungkin bisa perangkat anda padahal hp lama saya bisa,2
Steven Edward,2023-04-10,saat saya main mode arena kenapa controller nya tidak bisa pakai tombol lari dan senjata masih banyak yang lain tidak bisa pencet,1
Arya Sapta,2023-04-10,hee kraftoon kalian mau tidak permainan laris kalau mau kasih lah permainan ringan bisa semua hp turunkanlh sizenya banyak eventnya supaya permainan kembang dan banyak yang download musuh jangan ada yang ngechet terlalu banyak cheater tengok kami pun yang hp kentang tidak bisa puas main baru turun sudah mat,5
Rausanfikr F,2023-04-10,overall aman Hanya ini tolong lah sistem matchmaking nya yang seimbang antara yang bisa main dengan bisa main capek woy ketemu squad yang baru ajar main sementara squad orang pada jago jago saya war tim saya semakin Hanya nonton,3
Zidan Pratama,2023-04-10,mohon maaf iya sekarang saya main pubg jadi nge frame padahal belum nge frame sedikit tetapi saat sudah update mlah nge frame saya sudah coba hapus cacthe dan lain lain bahkan aplikasi sudah banyak yang saya hapus jaringan wifi bagus tetapi masih nge frame tolong baik perihal sebut terimakasih,2
uda rio,2023-04-10,saya kecewa dengan updete sekrang  masa ping saya ngelag dan patah sudah bannyak yang rasa nyaman mohon baik belum permainan kami uninstal,1
AMZ,2023-04-10,permainan sekarang sumpah tidak jelas bot permainan bisa naik mobil dan juga bisa lempar bom pula,2
Kido Kaligawe,2023-04-10,update bulan parah versi sebelumnnya percuma upgrade royal password kalau mainn bareng temen patah patah padahal ping dan fps stabil sudah pada uninstal saja tunggu update bulan depan kalau masih ada niat main,1
23-MUHAMMAD FIKRI YUDHISTIRA,2023-04-09,bagaimana sudah update kenapa semakin kode error mulu gak bisa download resource sama sekali mohon baik segera,1
frando97,2023-04-09,harus bagaimana kuat sinyal untuk permainan hanya permainan yang bisa main padahal baru download sudah sekian lama tetap lobby sudah bisa ngapa ngapain saya tes permainan lain baik baik saja untuk kuat sinyal sangat kecewa,2
Angga Permana,2023-04-09,permainan nya sangat bagus saya suka saya mau rekomendasiin buat yang mau main permainan minimal hp kalian punya ram gb bawah ram gb pasti ngebug atau lambat lama saya main lancar lancar saja karena saat ram saya gb itu juga msih nyisa banyak,5
Muhammad Yamin,2023-04-09,banyak bug sinyal cepat tapi nge lah terus tolong baik,1
Adit Fajar,2023-04-09,permainan tidak jelas sekarang masuk saja loding terus padahal jaringan stabil masuk permainan kgk bisa masuk lagi anjing,1
Galang Dewa,2023-04-09,halo level infinite terimakasih sudah baik bug pubg saya kasih kasih bintang karena tanggap yang cepat,5
Imat Rohimat,2023-04-09,bug nya tolong lah ilangin masa tidak ada step tembak padahal musik pinggir aku tapi kenapa step tembak nya tidak ada,1
22 Rajendra Abel Kelas X TO 2,2023-04-09,semakin sekarang jadi malas main pubg sering sangat kena bug contoh nya pakai shotgun tidak bisa damage ngehit kepala damage tidak mati sedang musuh tidak ngehit kepala damade mati apa apa dan report kalau kalau tetap tidak perbaiki sudah lah jadi malas sekarang,1
Satria channel 190,2023-04-09,sudah update permainan tambah berat yang handphone susah buat dimainin tidak bisa sering ngelag patahpatah,3
Teknisi Tukang Tidur,2023-04-09,apa coba untung sudah skin mahal permainan berat besar tambah mau ganti akun pun tidak bisa semoga cepat muncul permainan baru yang lebih op dari pubg sudah muak,1
KLEMENTINUS ARYA,2023-04-09,dari permainan sudah bagus jarang nemu bug tapi masalahny musuh nya terkadang tidak padan sama level kita sendiri soalny baru mulai main masa langsung ketemu player yang sudah jago banget selain itu tidak bisa sih kembangin terus ya mantap,4
Difan RRQ,2023-04-09,saya main data sering lag begitu pula wifi tarjadi lag jaringan padahal jaringan sangat bagus kok jadi lambat terus mohon bik sarvernya indonesia jangan kecewa kami dan lagu saat naik mobil lagu itu itu saja banyak baik saat gempley,1
Alexander Gautama,2023-04-09,permainan nya bagus Hanya mb nya saja yang besar tetapi dari segi grafik dan gameplay nya bagus sangat seperti akan fitur fitur yang keren,5
RKG pronoob,2023-04-09,habis update baru kemarin sinyal tidak stabil ngelag parah pubg sih gwa sudah update hp ram gb masa ngelag tidak jelas tolong benarkan lah,4
Daffa Alwansyah,2023-04-09,tolong dong notifikasi setiap main lebih dari jam selalu tidak bisa login harus tunggu menit tolong hapus tidak enak kalau tidak bisa main,4
Musana Auladdin,2023-04-09,hidup sisa semakin koneksi putus permainan apa padahal jaringan stabil data baru isi parah parah daripada kesal takut banting hp lebih baik uninstal stre,1
Bang Deden GM,2023-04-09,iya saat matching semakin gamsuk in permainan nya aneh sangat sering trulang semakin berat permainan semakin gelas pantesan sekarang yang maenya sepi semenjak pegang krafton payah lah kecewa,1
Muhammad Rakha al isqi,2023-04-08,tolong kembali mode evo ground yang perang berguna mobil yang era dulu karena mode itu sangat seru jika banding dengan metro royale,1
Abi Zar,2023-04-08,sering error setiap main selalu keluar permainan padahal wifi ok spek hp juga ok tolong baik,2
Kelvin Septian,2023-04-08,semakin update semakin berat dan banyak bug nya jalan air kapal hilang dan lain lain,2
Jack Crausers,2023-04-08,semenjak pubg di pegang krafton permainan mulai anjlok nge buf sama sini tampil karakter dan musuh kecil jarak pandang jadi susah masih enak waktu di pegang tancent tidak parah hampir semua player senang waktu pubg di pegang tancent,1
Dyla Maulida,2023-04-08,sudah update jadi susah mau masuk permainan selalu permainan henti padahal jaringan bagus dan ram hp pun dukung,1
Muhamad Abdul Aziz,2023-04-08,kok semakin kesini pubg sering ngebug iya jaringan bagus tapi senjata yang mau ambil tidak ambil dan server sering error mohon untuk baik,3
Zacky Ikhsani Yusuf,2023-04-08,saran saja kalau mulai tanding lawan yang padan dong rank saya platinum tapi musuh sudah keras rank selsaikan pula,5
Noval Rivaldy,2023-04-08,untuk saat pubg mobile kerja dengan baik semoga depan nya pubg tetap kerja dengan baik dan alami kendala apa,5
Galih M Iqbal,2023-04-08,lumayan bagus kalau boleh saran lebih baik ukur nya kecil terus bug juga baik masih banyak juga,3
Maulana Rafi Elanda Putra,2023-04-08,sering lag  request time out terus dan saat mainkan permainan belah lag sama sekali permainan banyak updete tidak jelas semakin susah figur tidak oemting jadi kurang populasi main dan satu buat pubg kalau battel royal nya itu kurang semakin jadi event event tidak jelas yang dkit dikit updete jadi hp semakin kuat  harus pubg seperti dulu terima kasih for me and pub aku akan vakum jangka panjang,1
Ahmad Loli,2023-04-07,permainan online baik yang ada saya sangat suka mede fpp tapi beberapa bulan belakang ini hususnya mode fpp  tunggu waktu masuk lobby sangat lama sekali mohon segera segar kembali selsaikan perhatianya saya ucap banyak terima kasih,3
Isal Tod,2023-04-07,macthing nya kok sekarang lama iya menit lebih baru mulai itu suka keluar sendiri suka request time out selalu padahal sinyal bagus dulu main ini permainan lancar saja,2
Sony Mandala,2023-04-07,masih sering naik turun ping in permainan apalagi kalau ketemu musuh bisa pensiun kalau terus terus seperti begini,2
Kelvin Wijaya,2023-04-07,untuk devoloper downloadnya dikecilin dong sampai gb saja atau kurang biar orang yang belum main permainan dapat rasa uni dari permainan hanya saran dari saya itu saja,1
Muhamad Madun,2023-04-07,bagaimana cara main pubg mengapa saya buka games selalu kembali layar judulalias bisa buka main kalau tidak bisa berartu saya harus hapus games dan saya ucap selamat tinggalboro boro bisa buka gamespermainan semakin aneh dulu dulu bisa saya nikmat main tapi sekarang buat kesal,1
Peter 32,2023-04-07,ketika ada dalam permainan pasti ngelag padahal jaringan bagus dan terkadang ketika main tiba tiba keluar dari gamenya ngelagnya kalau tiba kaget musuh atau tembak musuh jadi tidak sempet tembak duluan sudah balek lobby dulu terkadang ngebug layar hitam jadi harus login ulang lebih dahulu,5
Aim Nasyahony,2023-04-07,saya rasa rugi dengan ada peluru meriam yang bangan lingkar merah lagi seruserunya lawan musuh depan mata tibatiba mati kena peluru meriam dan itu kena point besar sangat bisa turun sampai dan satu saya sudh ngekil lawan masa iya hanya lawan yang masih hidup sekitar an tapi tiba-tiba saya kil lawan masa iya point yang kurang besar sangat bisa turun atau sedang saat waktu saya menang saya hanya dapat point atau tidak fair sangat,2
Osuke Sensei,2023-04-07,iring update permainan pubg alami banyak tingkat tetapi cukup makan ruang bagi player berguna android ram  harap saya sendiri bisa sedikit bantu selsaikan masalah player berguna hp ram trsmks,3
Leonhandsome _,2023-04-07,dulu saya bisa login pakai kuota sekarang saat mau balik main semakin suruh wajib pakai wifi jadi bagaimana saya mau login kalau suruh wajib pakai wifi seperti begini tidak mungkin pakai wifi orang,2
Virgo Gaming,2023-04-07,buat pubgm tolong baik bug nya du update milik banyak bug dan salah satu bug yang paling saya benci adlh bug jaringan padahal stelah coba aplikasi lain lancar saja eh saat coba pubg tulisaya serves meresponhal itu buat saya semakin mls main pubgm saran kalau mau permainan nya tambah ramai baik bug nya dan adakan event misi mana kalau kita selesai misi tsb akan dapat hadiah yang permanen bukan yang trial terus lagi event nya semakin tidak jelas seperti permainan sblh,5
billy Mahirka Priambodo,2023-04-07,percuma sering update percuma banyak fitur tapi gamenya semakin berat semakin lama nyaman kurang saat main,4
Noldy Blegur,2023-04-07,buruk sekali semua henti main main yang curi dan tipu ini spy orng mnghabiskn waktu dan uang dng percma tidak jelas buka peti klasik dengan wish level dapat no  anjir,1
Corona Orena,2023-04-07,banyak yang tidak benar sering error dan bug dan saya saran tolong tank dan helikopter serta senjata yang ada payload masuk mode latih sehingga para player bisa lebih nikmat tanpa harus cari nya match dan ujung mati cari tank dan heli cukup sulit jadi saya saran ada mode latih sehingga kami bisa latih atau paling nikmat,3
URAI MENTAWAI,2023-04-07,saya player dari season terus henti ketika player sekarang sudh lari dari pubg karena update data yang gila sekarang pubg sudh tidak seperti dulu tolong kembali pubg dahlu yang bisa main segala seperti hp android kami cinta pubg maka dari itu tolong baik sistem nya,1
