Username,waktu,Komentar,Rating
Nopal Yoga,2023-06-19,garena free fire semakin update semakin jelek bukan hanya jelek tapi juga permainan jelek jaringan baik tiba tiba jelek teman seimbang buat kalah selalu suka ngelag padahal jaringan bagus bugh nya tolong garena baik dan kasih saya teman yang hebat bot saat main cs br rank saya kasih bintang saja kalau free fire sudah bagus saya akan main ff lama sementara saya akan main permainan belah ml terima kasih,1
Sih Ahyar,2023-06-19,gems nya tidak seru masa setiap saya main cs ranked temen saya bot semua la semua musuh pro smo garena tidak adil,1
Wa Shil,2023-06-19,ff sekarang kurang enak karena ada senjata pistol yang ngelempar granat dan tolong lah iya nerf saja senjata itu kesal banget,1
Alfian Andika,2023-06-19,selalu gagal masuk ingame sudah matchmaking padahal jaringan bagus jadi mohon baik,2
Gus JuwanAyonima,2023-06-19,sudah tidak seru gloo wall suka ngambang  masang gloo wall nya ngawur tiba-tiba samping gloo wallnya gloo wall br tambahin terus masih bisa diloot susah kalau mau ngekill dulu atau tunggu gloo maker mau benarkan apa mau playernya pensiun,1
Sri Ayuningsih,2023-06-19,ff sekarang tidak bagus padahal sudah login saat mau main keluar sendiri tidak senang,2
Dika Ferdianto,2023-06-19,sekarang banyak bug nya kyk senjata tiba hilang terus bug map hilang jugasekarang kenapa tidak ada mystery shop nya iya saya butuh mistery shop,3
Gerrard Moses Bonardo,2023-06-19,admin tolong admin banyak bug contohnyabug damage gloowall terbanglokasi valid karakter hilang sudah room tombol hilang,1
Pangestu Ajjah,2023-06-19,game nya sudah bagus tapi tolong masalah bug baik,5
WAHYU Indra kusuma,2023-06-19,garena tolong baik bug sinyal saya bagai main free fire rasa nyaman karen ada nya bug sinyal,1
Naila Nurul Auliyah,2023-06-19,assalamualaikum wah wah wah permainan ff nya bagus sangat bisa mabar banyak mode nya sekarang ada yang spesial yaitu spiderman aku suka makan kasih rating bintang aku mode br ranked sudah heroik dan cs ranked sudah platinum tapi kenapa semakin balik gold aneh sekali mohon maaf aku mohon aku bisa raih master mode cs ranked ok sekian dari ulasan saya terima kasih maaf bila ada kata kata yang nyaman hati anda wassalamualaikum,5
Noel gaming,2023-06-19,sistem permainan harus baik ff masang glowall bawa tapi layang jaringan bagus tapi sering ping merah buat grafik standart seperti dulu agar patah patah bug damage karena sudah aim merah pakai senjata bagus tidak hitung dmg saat login selalu salah sambung padahal sudah bagus jaringan gloowall tidak muncul itu saja bintang,3
sembilance,2023-06-19,tolong baik jaringan nya garena padahal jaringan bagus tapi sampai lebih jaringan,5
adnan ramadhan,2023-06-19,saya alami tampil hud lihat map senjata tas dan bar hp mohon segera baik terimakasih untuk gameplaynya mantap,1
Akbar Cs,2023-06-19,ff nya tidak bisa main kalau aku mathing sudah itu tidak mau semakin kalu seperti begini aku pensiun saja,1
Siti Faridhotunisa,2023-06-19,sekarang ff sering ngelag padahal sinyal tidak masalah,1
Sandy Virgiawan,2023-06-19,update an baru sinyal semakin jelek selalu saat ketemu musuh apa sihh update an kemaren juga tidak seperti begini,1
Bimo Chanmoke,2023-06-19,garena pleas ilangin bug yang ada ff karena sakat gagu ketika main contoh bug semu sanjata hilang tidak ada gambar senfitas nya tolong terin bug nya sama st main darah nya hilang tidak ada darah nya bagaimana sih kalau buat gm itu yabg niat,3
Amir Muclas,2023-06-19,sekarang bugnya semakin parah saat ingin main ranked tiba tiba suka keluar sendiri dan sudah keluar terus main semakin salah sambung tolong segera baik agar main nyaman,1
Aluna Rizky,2023-06-19,sekarang itu ff tidak enak sudah update kalau mau main ff pasti tidak bisa salah sambung melulu padahal jaringan nya gpp capee tahu ff jadi tidak ena,1
Wigar keanu Angkasa,2023-06-19,banyak bug tolong rang bug nyaasa saya kil semakin banyak bug garena tolong baik bug nya dan banyak sekali chiter nya tolong baik dan satu sinyal bagus tapi kenapa apa coba,2
NAJWAA KHAIRUNNISA,2023-06-19,garena tolong lah yang pikir mau itu Hanya update apa lihat dong para player nya juga masuk saya garena semakin lama semakin tidak seru tidak seperti dulu terkadang kalau mau login itu tidak bisa padahal jaringan lancar jadi tolong baik iya garena,1
Sani Nugroho,2023-06-19,gamenya bagus tapi masih ada beberapa bug bug sinyal senjata lihat map transparan,3
Daffa Iqbaal nugroho,2023-06-19,seru sih gamenya tapi sekarang event semakin kurang riah dulu event sekarang cenderung monoton dan bundle semakin buruk event sekarang minim hadiah yang dulu,3
Fauzi Afbiludim,2023-06-19,tolong lah garentod baik bug masa saya ngumpet balik bangun tiba saja mati sama lawan yang jarak nya jauh sangat ada apa garena,5
BAPAK MU,2023-06-19,update baru memang bagustetapi tolong garena baik bug ikut gloowall layang dan delay senjata dan lain lain hilang saat in game damage yang kita ikan pada musuh pengaruh klo saya perhati setiap kita kena damage dan kira sudah lindung nth mana itu tiba langsung knockdeath dan ikan team yang setara dengan kita saat ingame,3
Yana Suliyana,2023-06-19,garena updatenya bagus tapi update sekarang semakin begini jadi lebih aneh bagi aku lebih suka lobby yang dulu jadi saya kasih bintang dulu iya,4
SRI NANGSIH DOE,2023-06-19,jele burik lagi tidak bagus udaa keluar masuk aplikasi kenapa tidak sekali saja masukin iklan hasil koin terus dituker jadi saldo dana yg mau download aplikasi in lebih baik pikir pikir dulu slnya update udaa seperti pubg tapi tetap tidak ada perubahanupdate bknya makin bagus semakin makin jelek,1
Nur Janah,2023-06-19,permainan jelek setiap kalau aku main harus saja kena bug damage garena tlol dari kapan bug damage ada sampai sekarang saja masih saja ada bug damage pikirin bug nya juga bloon janggan update terus update elit ngurusin bug sulit garena tlol,1
Asep Setiawan,2023-06-19,sudah lancar tapi mnurut saya bagi jaringan aman sama kuota masih banyak kenapa bisa ngelaglag iya terimakasih,4
Muhamad Nazril Azil,2023-06-19,garena ada bug yaitu saat sudah selesai loading awal semakin tidak masuk permainan padahal sudah ulang berapa kalau masih saja begitu tolong iya fix bugnya,1
Ikbal Lina,2023-06-19,garena tolong sinyal saya kenapa ngelag sangat bngst tolong kembali kyk dulu sinyal nya bagus match nya juga cepat tapi kenapa sekarang match nya susah sangat lama lagi cari nya jangan update terus penting kn,2
Bagus Ardin,2023-06-19,garena tolong hapus bug setting hud soal setting hud yang saya milik pindah samping terus ketika saya sudah susahsusah edit setting hud agar saya bisa main tetapi karena bug pindah sendiri saya nyaman untuk main tolong garena hapus bug setting hud,2
Ahmad Zen,2023-06-19,permainan apa sih jaringan lancar kenapa jadi lag tidak tahu semakin update semakin banyak bug yang paling kesal bug damage tolong benarkan,1
Ahmad Hidayat,2023-06-19,permainan free fire sangat bagus tapi yang saya suka adalah bug gambar senjata hilang gambar mappeta jadi transparan dan adalah bisa for close sendiri atau keluar sendiri dan adalah jaringan saat an itu patah patah jadi ganggu sekali sudah sekian ulasan dari saya kalau sudah baik saya kasih bintang,1
rasya adithya azka,2023-06-19,koneksi hilang bug damage tetap ada padah wifi bagus bagus saja aneh terus fitur optimisasi jaringan juga buat apa tidak ada berguna atau gimmick saja,1
Aagus Agus,2023-06-19,coba colleb souland pasti lebih keren dan asiksama elit saat turut aku lebih bagus seperti dulu dulu daripada sekarang jadi mls buka elit saat kalau begitu begitu saja mahjika free fire ingin ramai main kembali jangan ngeluarin yang sudah sudah cukup kalau saja kalau bisa free firee dulu aku jamin main nya ramai kembali,5
menyenk94,2023-06-19,sering sekali ketemu cheater tambah dapat tim random yang mau ikut kumpul,1
syae palni,2023-06-18,woy garena jangan update mulu kalo mau update mikir kasi yang hp nya ram sering lambat nanti permainan elu sepi gw saja ram untung hp saya lancar,5
channel tutor,2023-06-18,permainan rusak update saja bug tidak benarkan mana banyak bug yang main cs pakai rege semakin banyak semakin pada santay saya doain tidak laku ini permainan,3
Nugian Nugian saputra,2023-06-18,garena tolong baik ki bug bug permainan jangan tambah kan fitur fitur terus utama kan bug nya dulu,3
Rodokaneh Rodokaneh,2023-06-18,saya mau terang terang tolong tambahin mode visual musuh nya soal nya biar keren saja begitu ada mode visual musuh nya ketika rekam galery ff dan bisa ganti ganti mau lihat main yang mana please adain fitur itu,1
Mainship,2023-06-18,najis cokk permainan banyak bugnya bug glowall bug map gelap bug amo gelap jaringan ora jelas dikitdikit lag dikitdikit lag padahal sinyal bagus permainan banyak update jadi bodoh sumpah sudah tidak seru dulu saya comeback buka bagus semakin semakin kan saya hina permainan mana barang barang dulu ilangin bug dulu uruslah update mah nanti saja juga bisa nohh playernya pada ngeluh tidak dengerin set sudah lebih baik main pou saya seperti begini mh,1
Rival Septi,2023-06-18,aplikasi nya lumayan bagus turut saya saya suka tapi ada bug iya itu rumah belah nya rumah kayu lupa saya nah itu saja rupa bug itu sangat sangat bingung bagi para player free fire ada juga bug kebal itu bug ncecit hehe canda oke mau tahu cheat gratis tanpa bayar sekalipun langkah ketik ffhx kalau update nya ketik nah viral itu langkah izin kan terus masuk aplikasi nya terus langkah pertama coba dulu kalau sudah tinggal pasang deh bagaimana sudah mengerti belum,5
Ahmad Asraf,2023-06-18,woi garena kamu kalau ngasih tim iya berotak dikit lah mentang saya solo kamu kasih tim bot semua kalau musuh nya jago semua satu habis update kenapa sering lambat padahal dulu tidak begini tolong lah iya perbaiki sinyal nya kuat saja jadi saya susah main nya tapi saya tetap suka ff ok terima kasih iya assalamualaikum,1
Dodi Satria,2023-06-18,tida rasa salah apa apa kok rangin poin ada apa yang salah kok jadi begini semakin tidak jelas garena sakit hati saya lagi enak main sudah main kalau ada musuh jadi tambah lagi tidak rasa salah rangin poin alasan keluar paksa orang tidak keluar paksa yang benar dong kecewa sangat ini semenjak afdet semakin jadi lebih kacau kecewa kecewa kecewa kecewa,3
Seal Time,2023-06-18,iya permainan masih biasa sudah update masih banyak bug nama permainan Hanya update event tapi tidak update sistem gameplaynya juga jadi main juga sedikit malas bug nya masih ada,4
Orhie Cmoedz,2023-06-18,kacau iya garena sekarang semakin sini semakin parah saja untuk providernyalogin saja butuh waktu menit bahkan lebihpadahal hp ram jaringan telkomsel dan tetap saja sulit login event saja banyak tapi jaringan saja bisa baik kacau maaf saya kurang bintang,2
Jully kirirem,2023-06-18,bintang akhir kalau bisa kasih bintang  semakin lebih bagusmakin lama semakin parah nih permainan spt yang banyak keluh bug semakin lama makin tidak jelas emosi saya lama pantas saja orng bilang pubg lebih bagus trnyt mank benar banyak skl kurang nya permainan lama bisa sakit jiwa karena,1
Mayke Haeden Valentino,2023-06-18,permainan rusak gambar sering hlng  mohon baik bug nya map sering hilng buat orng yang buta map tambah buta map,1
Bang Tama,2023-06-18,tolong iya devloper tolong jawab mengapa setiap saya mainn itu iya tidak bisa baca itu reckonect selalu atau tidak saya tidak main bagaimana,1
Prengki Wijaya,2023-06-18,semakin lama semakin jelek saja ini game banyak bug nya,2
Anonymous Indonesia,2023-06-18,semakin baru semakin aneh pihak nya bisa update permainan tidak sih setiap update makin tidak jelas selalu dari tahun tahun main stiap update psti aneh pecat saja pegawe nya yang tukang update permainan pikir nya pendek,1
Felix Fauzi,2023-06-18,sejak update jadi sering sangat sinyal hilang saat ada musuh sinyal hilang selalu sudah chat cs tidak ada balesan tolong dong baik tidak enak sangat main seperti begitu,1
Ade TZY,2023-06-18,permainan kntl sudah beli pulsa buat beli spesial aidrop tiba tiba bayar cukupngotak ajq gw sudah beli pulsa ribu dan sisa google play saya masih ada ratus situ saya gabung bayar eh semakin bayar cukupdi situ sudah jelas saat bulan saat sudah lebih tapi cukup juga saya lihat pajak tapi cukup tolong garena jangan ting updatenya pentingin dulu masalah bayar top upnya,1
Ichwan NurFajri,2023-06-18,permainan apa setiap main ranked tim saya sama tim musuh kuat beda jauh masa tim saya isi bot semua woy kamu ngelawak kah garena,1
Ramdhan Fabiyan,2023-06-18,permainan tidak jelas sinyal saya saja lancar main ff lama sangat ping nya bisa luting payah ini permainan hapus saja main ml saja lancar lebih baik main ml saja lebih bagus dari pada ff,1
Nia Mayanti,2023-06-18,tolong lah garena baik aku selalu kena bug lobby tolong baik lah aku susah jadi main tolong baik  sementara bintang dulu,1
Rian Bahtiar,2023-06-18,kepada pihak garena free fire tolong baik sinyal saat saya main permainan karena setiap kalau saya main kenapa jaringan selalu tolong baik supya saya enak main,1
Bang Igap,2023-06-18,permainan tiputipu jaringan bagus tapi gamenya lolot saat kena tembak ada notifikasi tiba jadi beban,1
Rustandi Iyus,2023-06-18,sekarang main ff tidak jelas main solo vs squad ratain musuh lapor sekarang suspend garena tidak bisa lihat nya iya player old cara main nya bagaimana main suspend saja parah yang lebih lucu musung nya tidak terima kalah,3
Adinda Kartika,2023-06-18,gamenya bagus hanya kalau saat main sinyal selalu ngelag tolong garena baik ffnya update dan grafik iya garena,5
Riyan Hendra,2023-06-18,game semakin update semakin jelek baik tidak usah update lebih baik skin skin lain saja yang baru tapi untuk game nya tidak usah update soal kalau update semakin banyak bug dan tim sesuai kalah terus,1
Zhahir Bricks,2023-06-18,permainan burik banyak update tiap update bukan semakin bagus semakin semakin jelek dan sulit erti makin banyak bug banyak yang ngecheat tapi tidak report yang tidak ngecheat semakin report please lah garena stop jadi permainan babi anda jika ingin cari untung juga jangan lebih apa apa gamenya tidak ada pintu yang penting gamenya bagus garena freefire,2
Ali Sofa,2023-06-18,game sudah bagus tapi tolong bug aim merah nya hilang saya pernah ulang kalau kena bug contoh nyaaim saya sudah merah dan dameg nya juga lebih dari tapi musuh enggak kill padahal jaringan bagus tolong hilang bug,3
Mayumi Aulia Putri Ramadhani,2023-06-18,permainan nya bagus tapi banyak bug seperti ambil senjata tidak bisa sekali bisa hilang terus sekop nya hilang terus map item terus juga tombol tembak hilang ada hilang ada bagaimana lah garena,1
Rahmat,2023-06-18,update baru garena emng sudah bagus kualitas nya juga bagus banget tapi bug nya semakin banyak contoh bagpack biasany item item hilang jaring bagus tetapi ketika warping nya langsung naik sampai padahal sudah mau master kuning tolong garena tindak lanjut saya suka main permainan meski baru main tahun lebih hehev,1
Rendi Ren,2023-06-18,mentang sampean pun game orng nglek dikit smpai tidak bisa main rank berotak dikit kredit skor habis kok buat sudah jelek banyak gaya,5
